#25030100 1
250A1A00 2
25100E00 1
25120200 2
25130200 2
25160900 3
25160A00 3
25160B00 3
25160C00 2
25166800 0
2516AB00 0
2516AF00 0
25173400 2
25190B00 3
25190F00 2
251C0400 2
251D0200 2
251F0800 2
251F2600 3
