25000500 1
25000600 1
25000e00 1
25001700 2
25001800 2
25001900 2
25001a00 2
25001b00 2
25001c00 2
25001d00 2
25001e00 2
25001f00 2
25002000 2
25002100 2
25002200 2
25002300 2
25002400 2
25002500 2
25002600 2
25002c00 0
25002d00 0
25002e00 0
